,form,file,text,Number of Words,clean_text
50,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseTheMeditationOnHoneyPoembyMuzahidulReza,"Worldwide humans use honey as the cures
For many known, unknown diseases;
And as strong and nutritious food
This honey is widely used;
For it bees seen busy
To make them happy.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │ 6 November, 2018",175,"Worldwide humans use honey as the cures For many known, unknown diseases; And as strong and nutritious food This honey is widely used; For it bees seen busy To make them happy. About: Reza Syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │ 6 November, 2018"
51,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseTheResponsiblePoembyMuzahidulReza,"I take this earth to be a vast garden
And in it humans are the children,
Some are here seen playing well game
But most are committing wrong;
To fix their future spot
They themselves are nut.
About:
Reza syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │14 April,2018",172,"I take this earth to be a vast garden And in it humans are the children, Some are here seen playing well game But most are committing wrong; To fix their future spot They themselves are nut. About: Reza syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │14 April,2018"
52,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseUniteForKnowledgeHerePoembyMuzahidulReza,"School situated at a local edge
College at a town or a village,
University at city
Places for community;
For knowledge unite here
And for jobs leave there.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │28 May,2018",163,"School situated at a local edge College at a town or a village, University at city Places for community; For knowledge unite here And for jobs leave there. About: Reza Syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │28 May,2018"
53,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseTheUnseenWallPoembyMuzahidulReza,"Sweet and salty water pass side by side
Through some of two water resources,
But do not mix at any point
What are the unseen walls those!
Strongly stand between them
Can see those no man.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │ 8 July, 2018",179,"Sweet and salty water pass side by side Through some of two water resources, But do not mix at any point What are the unseen walls those! Strongly stand between them Can see those no man. About: Reza Syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │ 8 July, 2018"
54,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseSearchingForPanoromasAroundPoembyMuzahidulReza,"Around the ocean, the mountain, the plain
The desert, the fertile, the futile
Different panoromas seen
Lying being line, pile;
I am gonna unfold
You surely be told.",28,"Around the ocean, the mountain, the plain The desert, the fertile, the futile Different panoromas seen Lying being line, pile; I am gonna unfold You surely be told."
55,syllabic-verse,SyllabicversePoemsRezaSyllabicVersePetCatPoembyMuzahidulReza,"The pet cat is in some ways very cute
Living with human it learns manners,
On how to do and behave good
Also does some useful chores,
Killing harmful insects
And chasing the rats.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │ 14 February, 2018",177,"The pet cat is in some ways very cute Living with human it learns manners, On how to do and behave good Also does some useful chores, Killing harmful insects And chasing the rats. About: Reza Syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │ 14 February, 2018"
56,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseColorOfTheTruthPoembyMuzahidulReza,"Color of the truth is the best color
I just have colored myself with it
So nothing can cause on me blur
As, me it has well fitted;
Bless me You, Truth; enough
Forever I'll laugh.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │ 2 June, 2018",180,"Color of the truth is the best color I just have colored myself with it So nothing can cause on me blur As, me it has well fitted; Bless me You, Truth; enough Forever I'll laugh. About: Reza Syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) , Syllables may be stressed or unstressed. Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │ 2 June, 2018"
57,syllabic-verse,SyllabicversePoemsCupidsArrowStrikesHurryScurryLoveFerriesFlurryInMyHeartYikesLightVerseSyllabicVersePoembyHarindharReddy,"((1))
Head heels
Over I fell
In love smitten by your
Junoesque figure beauty: Shaped
Decanter waist with Waif-thin body in
Ochrous hue skin - I'm bowled by star-beam gold spools of
Hair swooned down your drop dead gorgeous moon shaped face: chick
hides a swan's neck! When you smile: oyster white
Teeth lit up room, kills my senses
Five! I ain't be a drone!
You're my girlf, I'm
Your boyf!
((2))
My Heart
Skips its beat, by
Your fine-spun Eyelashes
Eased down to Silver moon eyebrows!
You hold key of my heart with your sea-nymph
Ears, pixie's nose! You stole my Soul with those leafy
Eyes: two beryl green gems, melts into snow! You take my
Breath out with your hips, curves into Figure
Eight, down runs to two thighs: nice oh
Guys, ends in legs: twin twines!
You're my girlf, I'm
Your boyf!
((3))
Bitten
By oxbow your
Lips: hot chips, drools goodness!
Your schmaltzy voice has hornbill's trills
With nature's halo! with your A1 manners
Flows Niles, makes plains Where trees, blooms, fruits, live - animals
fleas, bees love - in your eyes, blue-seas live and light-stars love!
Love lift me up, light my life on moon, sun
Galaxies, skies, above all men
Yikes Cupid's arrow strikes
You're my girlf, I'm
Your boyf!
(Form: HARI-GLOBE Verse with syllable count:
2-4-6-8-10-12-12-10-8-6-4-2 &A 12 liner.....
Created by Harindhar Reddy in 2020 at poemhunter)",234,"((1)) Head heels Over I fell In love smitten by your Junoesque figure beauty: Shaped Decanter waist with Waif-thin body in Ochrous hue skin - I'm bowled by star-beam gold spools of Hair swooned down your drop dead gorgeous moon shaped face: chick hides a swan's neck! When you smile: oyster white Teeth lit up room, kills my senses Five! I ain't be a drone! You're my girlf, I'm Your boyf! ((2)) My Heart Skips its beat, by Your fine-spun Eyelashes Eased down to Silver moon eyebrows! You hold key of my heart with your sea-nymph Ears, pixie's nose! You stole my Soul with those leafy Eyes: two beryl green gems, melts into snow! You take my Breath out with your hips, curves into Figure Eight, down runs to two thighs: nice oh Guys, ends in legs: twin twines! You're my girlf, I'm Your boyf! ((3)) Bitten By oxbow your Lips: hot chips, drools goodness! Your schmaltzy voice has hornbill's trills With nature's halo! with your A1 manners Flows Niles, makes plains Where trees, blooms, fruits, live - animals fleas, bees love - in your eyes, blue-seas live and light-stars love! Love lift me up, light my life on moon, sun Galaxies, skies, above all men Yikes Cupid's arrow strikes You're my girlf, I'm Your boyf! (Form: HARI-GLOBE Verse with syllable count: 2-4-6-8-10-12-12-10-8-6-4-2 &A 12 liner..... Created by Harindhar Reddy in 2020 at poemhunter)"
58,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseThingsAreAvailableInTheFairPoembyMuzahidulReza,"Over there is calling a fair, great fair
Things we need are available there;
Just we should visit and collect
To cross up and down in front
To reach destination
Right destination.
About:
Reza syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5thand 5 in the 6th line (10-9-8-7-6-5) .
Syllables may be stressed or unstressed.
Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │13 March,2018",166,"Over there is calling a fair, great fair Things we need are available there; Just we should visit and collect To cross up and down in front To reach destination Right destination. About: Reza syllabic Verse (Edited, Revised And Additional Version) : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 6 lines poem ─ Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th, 6 in the 5thand 5 in the 6th line (10-9-8-7-6-5) . Syllables may be stressed or unstressed. Rhyme scheme: iambic; ababcc; ababcd; abbacc; aabbcc The aabbcc will be Heroic Reza syllabic Verse. A simple refrain of 5th line may be as 6th line; if no refrain, the 6th line will be an individual one. Copyright © Muzahidul Reza │13 March,2018"
59,syllabic-verse,SyllabicversePoemsRezaSyllabicVerseValueOfUsingProperThingsImageryPoembyMuzahidulReza,"Yellow pen is being used for marking
But, I see, with it you are writing;
Then will I use a black to mark?
You see, all use blue and black
To write with what they need
Please, don' tviolate.",39,"Yellow pen is being used for marking But, I see, with it you are writing; Then will I use a black to mark? You see, all use blue and black To write with what they need Please, don' tviolate."
